smiles idnumber mw hac
CC1=CC=C(C(=O)C(C)SC2=CC=CC=C2)C=C1C Z19751018 270.397 19
O=C(CSC1=CC=CC=C1)NC(=O)NC1=CC=C2OCCOC2=C1 Z19751026 344.392 24
CCNC(=O)NC(=O)CSC1=CC=CC=C1 Z19751027 238.312 16
COC1=CC=CC=C1NC(=O)C(C)SC1=CC=CC=C1 Z19751035 287.384 20
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC=C1 Z19751038 257.358 18
CC(SC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC=CO2)CC1 Z19751039 344.436 24
CC(SC1=CC=CC=C1)C(=O)NCC1=CC=CO1 Z19751040 261.346 18
CC(SC1=CC=CC=C1)C(=O)NC1CCCC1 Z19751041 249.379 17
CC(SC1=CC=CC=C1)C(=O)N(C)C1CCCCC1 Z19751042 277.433 19
CC(SC1=CC=CC=C1)C(=O)N1CCCCC1 Z19751043 249.379 17
CCC1=CC=C(C(=O)C(C)SC2=CC=CC=C2)C=C1 Z19751049 270.397 19
CNC(=O)NC(=O)C(C)SC1=CC=CC=C1 Z19751058 238.312 16
CCOC(=O)C1=C(NC(=O)CSC2=CC=CC=C2)SC(C(=O)NC)=C1C Z19751061 392.502 26
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(S(N)(=O)=O)C=C1 Z19751065 336.438 22
CC(SC1=CC=CC=C1)C(=O)N(C)C1=CC=CC=C1 Z19751067 271.385 19
CC1CCC(NC(=O)CSC2=CC=CC=C2)CC1 Z19751072 263.406 18
CC(SC1=CC=CC=C1)C(=O)NC(N)=O Z19751075 224.285 15
CCNC(=O)NC(=O)C(C)SC1=CC=CC=C1 Z19751077 252.339 17
CC1=CC(NC(=O)C(C)SC2=CC=CC=C2)=CC=C1 Z19751082 271.385 19
CC(SC1=CC=CC=C1)C(=O)C1=CC=C(Br)C=C1 Z19751084 321.239 18
CC(SC1=CC=CC=C1)C(=O)NC(=O)NC1CCCCC1 Z19751086 306.431 21
COC1=CC=C(C(=O)CSC2=CC=CC=C2)C(OC)=C1 Z19751091 288.368 20
CCOC(=O)C1=C(NC(=O)CSC2=CC=CC=C2)SC(C(N)=O)=C1C Z19751094 378.475 25
CC(C#N)SC1=CC=CC=C1 Z19751099 163.245 11
CC(C)CNC(=O)NC(=O)CSC1=CC=CC=C1 Z19751102 266.366 18
CC(SC1=CC=CC=C1)C(=O)N1CCCC2=CC=CC=C21 Z19751104 297.423 21
CC1=CC=CC=C1NC1=NC(N)=NC(CSC2=CC=CC=C2)=N1 Z19751109 323.425 23
CCCNC(=O)NC(=O)CSC1=CC=CC=C1 Z19751114 252.339 17
CCN(CC)S(=O)(=O)C1=CC=C2N=C(CSC3=CC=CC=C3)[NH]C2=C1 Z19751118 375.519 25
CC1=NC(CSC2=CC=CC=C2)=CS1 Z19751121 221.350 14
CC(C)C(SC1=CC=CC=C1)C(=O)NC(N)=O Z19751122 252.339 17
CC1CC(C)CN(C(=O)C(C)SC2=CC=CC=C2)C1 Z19751130 277.433 19
CCC1CCCCN1C(=O)C(C)SC1=CC=CC=C1 Z19751131 277.433 19
CC(SC1=CC=CC=C1)C(=O)NC12CC3CC(CC(C3)C1)C2 Z19751133 315.482 22
COC1=CC=C(OC)C(NC(=O)C(C)SC2=CC=CC=C2)=C1 Z19751136 317.410 22
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC=C1C#N Z19751138 282.368 20
CC(SC1=CC=CC=C1)C(=O)N(CCC#N)C1=CC=CC=C1 Z19751139 310.422 22
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC2=CC=CC=C12 Z19751142 307.418 22
CCN(CC)S(=O)(=O)C1=CC=C(Cl)C(NC(=O)C(C)SC2=CC=CC=C2)=C1 Z19751147 426.991 27
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(S(=O)(=O)N2CCCCC2)C=C1 Z19751150 404.557 27
CC(SC1=CC=CC=C1)C(=O)N1CCC2=CC=CC=C21 Z19751153 283.396 20
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(S(=O)(=O)N2CCOCC2)C=C1 Z19751154 406.529 27
CC(SC1=CC=CC=C1)C(=O)NC1CC1 Z19751156 221.325 15
CC1=CC=C(NC(=O)C(C)SC2=CC=CC=C2)C=C1S(=O)(=O)N1CCOCC1 Z19751157 420.556 28
CCOC(=O)C1CCN(C(=O)C(C)SC2=CC=CC=C2)CC1 Z19751158 321.442 22
CC(SC1=CC=CC=C1)C(=O)NCC1CCCCC1 Z19751161 277.433 19
CC(SC1=CC=CC=C1)C(=O)NCC1CCCO1 Z19751164 265.378 18
CC(SC1=CC=CC=C1)C(=O)NC(C)C1=CC=CC=C1 Z19751165 285.412 20
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(C(F)(F)F)C=C1 Z19751167 325.355 22
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(Cl)C=C1 Z19751171 291.803 19
CC(SC1=CC=CC=C1)C(=O)NC(C)C1CC2CCC1C2 Z19751173 303.471 21
CSC1=CC=CC=C1NC(=O)C(C)SC1=CC=CC=C1 Z19751174 303.452 20
CC(SC1=CC=CC=C1)C(=O)NC1CCCCC1 Z19751176 263.406 18
CCN(C(=O)C(C)SC1=CC=CC=C1)C1CCCCC1 Z19751177 291.460 20
CCN(CC1=CC=CC=C1)C(=O)C(C)SC1=CC=CC=C1 Z19751178 299.439 21
CC(SC1=CC=CC=C1)C(=O)C1=C(N)N(C)C(=O)N(C)C1=O Z19751186 319.386 22
CCN(C(=O)C(C)SC1=CC=CC=C1)C1=CC=CC=C1 Z19751189 285.412 20
CC1CCN(C(=O)C(C)SC2=CC=CC=C2)CC1 Z19751191 263.406 18
CC(SC1=CC=CC=C1)C(=O)NCCC1=CC=C(F)C=C1 Z19751198 303.402 21
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(Cl)C=N1 Z19751201 292.791 19
CC(SC1=CC=CC=C1)C(=O)NC1CCCCC1C Z19751204 277.433 19
COCCN(C(=O)CSC1=CC=CC=C1)C1=C(N)N(CC(C)C)C(=O)[NH]C1=O Z19751211 406.508 28
COC1=CC2=C(C=C1OC)C(C1=CC=CC=C1)N(C(=O)CSC1=CC=CC=C1)CC2 Z19751219 419.546 30
CC(SC1=CC=CC=C1)C(=O)NC1=CC=C(OC(F)F)C=C1 Z19751220 323.364 22
O=C(CSC1=CC=CC=C1)NC1=CC=C(OC(F)F)C(Cl)=C1 Z19751221 343.782 22
CCCCN(C(=O)CSC1=CC=CC=C1)C1=C(N)N(CCC)C(=O)[NH]C1=O Z19751233 390.509 27
N#CCN1C(CSC2=CC=CC=C2)=NC2=CC=CC=C2C1=O Z19751234 307.378 22
CC(C)CN(C(=O)CSC1=CC=CC=C1)C1CCS(=O)(=O)C1 Z19751236 341.498 22
CCCN1C(C)=CC(C(=O)CSC2=CC=CC=C2)=C1C Z19751243 287.428 20
COC1=CC=C(CN(C)C(=O)CSC2=CC=CC=C2)C=C1 Z19751245 301.411 21
CC1(C)C(=O)NC2=CC=CC=C2N1C(=O)CSC1=CC=CC=C1 Z19751248 326.421 23
C1=CC=C(SCC2=NC=C(C3=CC=CC=C3)O2)C=C1 Z19751250 267.353 19
COC1=CC=C(C(=O)CSC2=CC=CC=C2)C=C1 Z19751259 258.342 18
CCC1=CC=CC=C1NC1=NC(N)=NC(CSC2=CC=CC=C2)=N1 Z19751265 337.452 24
COC(=O)C1=C(C)[NH]C(C(=O)CSC2=CC=CC=C2)=C1C Z19751276 303.383 21
COC1=CC=C(C2=NN(C(=O)CSC3=CC=CC=C3)C(C3=CC=CO3)C2)C=C1 Z19751282 392.480 28
CCOC(=O)CN(C(=O)CSC1=CC=CC=C1)C1=CC=CC=C1 Z19751289 329.421 23
CS(=O)(=O)C1=CC=C(Cl)C(NC(=O)CSC2=CC=CC=C2)=C1 Z19751292 355.868 22
COC(=O)C1=C(C)[NH]C(C(=O)C(C)SC2=CC=CC=C2)=C1C Z19751301 317.410 22
CC1=NC2=CC=CC=C2N=C1CSC1=CC=CC=C1 Z19751302 266.369 19
CC1=N[NH]C(C)=C1NC(=O)CSC1=CC=CC=C1 Z19751303 261.350 18
COC1=CC=C(CCSC2=CC=CC=C2)C=C1 Z19751306 244.359 17
CC1=CC=CC=C1NC(=O)C(C)SC1=CC=CC=C1 Z19751314 271.385 19
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC(S(=O)(=O)N(C)C)=C1 Z19751315 364.492 24
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC(S(=O)(=O)N2CCCCC2)=C1 Z19751316 404.557 27
CC(SC1=CC=CC=C1)C(=O)NC1CCCC(C)C1C Z19751317 291.460 20
CC1=CC(C)=C(NC(=O)C(C)SC2=CC=CC=C2)C(C)=C1 Z19751318 299.439 21
CC(NC(=O)CSC1=CC=CC=C1)C1=CC=C(F)C=C1 Z19751332 289.375 20
N#CCSC1=CC=CC=C1NC(=O)CSC1=CC=CC=C1 Z19751333 314.435 21
CC1CCC2=C(C1)SC1=C2C(=O)[NH]C(C(C)SC2=CC=CC=C2)=N1 Z19751337 356.516 24
CCOC(=O)C1=C(C)C2=C(N=C(C(C)SC3=CC=CC=C3)[NH]C2=O)S1 Z19751342 374.487 25
O=C(CSC1=CC=CC=C1)NC1=NC2=CC=C(F)C=C2S1 Z19751349 318.398 21
CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)CSC1=CC=CC=C1 Z19751352 348.855 23
CC(=O)C(C)SC1=CC=CC=C1 Z19751353 180.272 12
CCN(CC(=O)NC(C)C)C(=O)CSC1=CC=CC=C1 Z19751354 294.420 20
CCCN(CC(=O)NC1=CC=CC=C1C)C(=O)CSC1=CC=CC=C1 Z19751357 356.491 25
CC(SC1=CC=CC=C1)C(=O)NC(C)C1=CC=C(F)C=C1 Z19751358 303.402 21
N#CCCN(C(=O)CSC1=CC=CC=C1)C1=CC(Cl)=CC=C1 Z19751360 330.840 22
COC1=CC=CC=C1CSC1=CC=CC=C1 Z19751362 230.332 16
CC1=CSC2=NC(CSC3=CC=CC=C3)=CC(=O)N12 Z19751365 288.397 19
CC1=C(C)C2=C(N=C(C(C)SC3=CC=CC=C3)[NH]C2=O)S1 Z19751368 316.451 21
CC1=CC=CC=C1CSC1=CC=CC=C1 Z19751370 214.333 15
CC(C)NS(=O)(=O)C1=CC=C(NC(=O)C(C)SC2=CC=CC=C2)C=C1 Z19751376 378.519 25
O=C(CSC1=CC=CC=C1)NC1=CC=CC2=C1N=S=N2 Z19751378 301.396 20
FC1=CC=CC=C1CSC1=CC=CC=C1 Z19751382 218.296 15
N#CC1=CC=C(CSC2=CC=CC=C2)C=C1 Z19751385 225.316 16
C1=CC=C(CSC2=CC=CC=C2)C=C1 Z19751389 200.306 14
NC(=O)CSC1=CC=CC=C1 Z19751390 167.233 11
N#CCSC1=CC=CC=C1 Z19751391 149.218 10
CC(=O)CSC1=CC=CC=C1 Z19751394 166.245 11
ClC1=CC=CC(CSC2=CC=CC=C2)=C1 Z19751396 234.751 15
FC1=CC=C(CSC2=CC=CC=C2)C=C1 Z19751400 218.296 15
CC(C)(C)C(=O)CSC1=CC=CC=C1 Z19751403 208.326 14
O=C1CCCCC1SC1=CC=CC=C1 Z19751406 206.310 14
CC(C)N(C(=O)CSC1=CC=CC=C1)C1=CC=CC=C1 Z19751414 285.412 20
O=C(CSC1=CC=CC=C1)NC1=CC(C(F)(F)F)=CC=C1 Z19751415 311.328 21
O=C(CSC1=CC=CC=C1)C1=CC=C(F)C=C1 Z19751421 246.306 17
CN(CC1=CC=CC=C1)C(=O)CSC1=CC=CC=C1 Z19751427 271.385 19
CCC1CCCCN1C(=O)CSC1=CC=CC=C1 Z19751428 263.406 18
O=C(CSC1=CC=CC=C1)NC1=CC=C(OC(F)(F)F)C=C1 Z19751429 327.327 22
CC1=C(Cl)C=CC=C1NC(=O)CSC1=CC=CC=C1 Z19751430 291.803 19
O=C(CSC1=CC=CC=C1)NCC1=CC=C(Cl)C=C1 Z19751437 291.803 19
COC1=CC=CC=C1CNC(=O)CSC1=CC=CC=C1 Z19751438 287.384 20
CC1=CC=CC(NC(=O)CSC2=CC=CC=C2)=C1 Z19751440 257.358 18
COC1=CC=C(C)C=C1NC(=O)CSC1=CC=CC=C1 Z19751441 287.384 20
CC1=CC=CC(C)=C1NC(=O)CSC1=CC=CC=C1 Z19751442 271.385 19
O=C(CSC1=CC=CC=C1)NC1=CC=CC=C1Cl Z19751447 277.776 18
N#CCCN(C(=O)CSC1=CC=CC=C1)C1=CC=CC=C1 Z19751450 296.395 21
CC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751454 257.358 18
N#CC1=CC=C(Cl)C=C1NC(=O)CSC1=CC=CC=C1 Z19751458 302.786 20
CC1=CC(NC(=O)CSC2=CC=CC=C2)=CC=C1Br Z19751461 336.254 19
O=C(CSC1=CC=CC=C1)NC1=CC=CC2=CC=CC=C12 Z19751462 293.391 21
O=C(CSC1=CC=CC=C1)NC1=CC(Cl)=CC=C1Cl Z19751469 312.221 19
O=C(CSC1=CC=CC=C1)NC1=CC=C(Br)C=C1F Z19751471 340.217 19
O=C(CSC1=CC=CC=C1)NC1=CC=C(F)C=C1Cl Z19751472 295.766 19
O=C(CSC1=CC=CC=C1)N1CCN(C(=O)C2=CC=CO2)CC1 Z19751479 330.409 23
CN(C)S(=O)(=O)C1=CC=CC(NC(=O)CSC2=CC=CC=C2)=C1 Z19751484 350.465 23
O=C(CSC1=CC=CC=C1)NC1=CC=CC(S(=O)(=O)N2CCOCC2)=C1 Z19751485 392.502 26
O=C(CSC1=CC=CC=C1)N1CCC(CC2=CC=CC=C2)CC1 Z19751487 325.477 23
O=C(CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)N2CCCCC2)C=C1 Z19751490 390.530 26
O=C(CSC1=CC=CC=C1)NC1=CC(C(F)(F)F)=CC=C1N1CCOCC1 Z19751496 396.434 27
O=C(CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)N2CCOCC2)C=C1 Z19751500 392.502 26
CCN(CC)S(=O)(=O)C1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751501 378.519 25
CCC1=CC=CC(CC)=C1NC(=O)CSC1=CC=CC=C1 Z19751506 299.439 21
CC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1S(=O)(=O)N1CCOCC1 Z19751510 406.529 27
CC1=CC=C(NC(=O)CSC2=CC=CC=C2)C(Cl)=C1 Z19751513 291.803 19
O=C(CSC1=CC=CC=C1)NCC1=CC=CC=C1 Z19751516 257.358 18
O=C(CSC1=CC=CC=C1)NC1=CC(S(=O)(=O)N2CCOCC2)=CC=C1Cl Z19751518 426.947 27
O=C(CSC1=CC=CC=C1)N1CCCC2=CC=CC=C21 Z19751520 283.396 20
CC(NC(=O)CSC1=CC=CC=C1)C1=CC=C(Cl)C=C1Cl Z19751521 340.275 21
COC1=CC=CC(CN(C)C(=O)CSC2=CC=CC=C2)=C1 Z19751534 301.411 21
CCOC1=CC=C(CN(C)C(=O)CSC2=CC=CC=C2)C=C1 Z19751536 315.438 22
CN(CC1=CC=CC=C1Br)C(=O)CSC1=CC=CC=C1 Z19751537 350.281 20
CN(CC1=CC=C(OC(F)F)C=C1)C(=O)CSC1=CC=CC=C1 Z19751540 337.391 23
COC1=CC=CC(CN(C)C(=O)CSC2=CC=CC=C2)=C1OC Z19751546 331.437 23
CN(CC1=C(F)C=CC=C1Cl)C(=O)CSC1=CC=CC=C1 Z19751547 323.820 21
CN(CC1=CC=C(F)C=C1)C(=O)CSC1=CC=CC=C1 Z19751548 289.375 20
CN(CC1=CC=CO1)C(=O)CSC1=CC=CC=C1 Z19751550 261.346 18
O=C(CSC1=CC=CC=C1)NCC1CCCCC1 Z19751566 263.406 18
CC1CCCC(NC(=O)CSC2=CC=CC=C2)C1C Z19751567 277.433 19
O=C(CSC1=CC=CC=C1)NCC1=CC=C2OCOC2=C1 Z19751569 301.367 21
CCC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751570 271.385 19
CC1=CC=C(C)C(NC(=O)CSC2=CC=CC=C2)=C1 Z19751573 271.385 19
COC1=CC=CC=C1NC(=O)CSC1=CC=CC=C1 Z19751580 273.357 19
O=C(CSC1=CC=CC=C1)NC1=CC=C(C(F)(F)F)C=C1 Z19751584 311.328 21
CCOC(=O)C1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751586 315.394 22
O=C(CSC1=CC=CC=C1)NC1=C(Cl)C(Cl)=CC=C1 Z19751590 312.221 19
CCN(CC)S(=O)(=O)C1=CC=CC(NC(=O)CSC2=CC=CC=C2)=C1 Z19751591 378.519 25
CC1=C(NC(=O)CSC2=CC=CC=C2)C(C(C)C)=CC=C1 Z19751593 299.439 21
COC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1OC Z19751600 303.383 21
CC(NC(=O)CSC1=CC=CC=C1)C1CC2CCC1C2 Z19751603 289.444 20
O=C(CSC1=CC=CC=C1)NC1=C(Cl)C=CC=C1Cl Z19751607 312.221 19
CC1=CC=C(NC(=O)CSC2=CC=CC=C2)C(Br)=C1 Z19751609 336.254 19
COC(=O)C1=CC=CC=C1NC(=O)CSC1=CC=CC=C1 Z19751610 301.367 21
N#CC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751614 268.341 19
COC1=CC=C(CCNC(=O)CSC2=CC=CC=C2)C=C1OC Z19751617 331.437 23
O=C(CSC1=CC=CC=C1)NC1CCCCCC1 Z19751618 263.406 18
O=C(CSC1=CC=CC=C1)NC1=CC=CC=C1C(F)(F)F Z19751619 311.328 21
COC1=CC=C(Cl)C=C1NC(=O)CSC1=CC=CC=C1 Z19751620 307.802 20
O=C(CSC1=CC=CC=C1)C1=CC=CS1 Z19751627 234.345 15
O=C(CSC1=CC=CC=C1)C1=CC(C(F)(F)F)=CC=C1 Z19751630 296.313 20
O=C(CSC1=CC=CC=C1)C1=CC=C(Br)S1 Z19751635 313.241 16
CCN(C(=O)CSC1=CC=CC=C1)C1CCCCC1 Z19751636 277.433 19
CC1=CC(C(=O)CSC2=CC=CC=C2)=C(C)N1C1CC1 Z19751643 285.412 20
O=C(CSC1=CC=CC=C1)N(C1CCCCC1)C1CCS(=O)(=O)C1 Z19751645 367.536 24
CN(CC(=O)NC1=CC=CC=C1C(F)(F)F)C(=O)CSC1=CC=CC=C1 Z19751647 382.407 26
CC1=CC(C(=O)CSC2=CC=CC=C2)=C(C)N1CC(F)(F)F Z19751653 327.371 22
CC1=CC(C(=O)CSC2=CC=CC=C2)=C(C)N1C1=NC=CS1 Z19751654 328.462 22
CC1=CC(N2C(C)=CC(C(=O)CSC3=CC=CC=C3)=C2C)=NO1 Z19751656 326.421 23
O=C(CSC1=CC=CC=C1)N1CCSC2=CC=CC=C21 Z19751664 301.436 20
CN(C)C(=O)C1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751665 314.410 22
CC(=O)C(CC1=CC=CC=C1)NC(=O)CSC1=CC=CC=C1 Z19751673 313.422 22
CCC1=CC=CC=C1NC(=O)CN(C)C(=O)C(C)SC1=CC=CC=C1 Z19751677 356.491 25
CCN(CC)C(=O)C1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751680 342.464 24
CC1=C(NC(=O)CNC(=O)C(C)SC2=CC=CC=C2)C(C)=CC=C1 Z19751686 342.464 24
CC1CCCCC1NC(=O)NC(=O)CSC1=CC=CC=C1 Z19751701 306.431 21
COCC(C)NC(=O)NC(=O)CSC1=CC=CC=C1 Z19751702 282.365 19
CC(=O)NC1=CC=C(NC(=O)CSC2=CC=CC=C2)C=C1 Z19751704 300.383 21
O=C(CSC1=CC=CC=C1)NC1=CC=CC=C1Br Z19751711 322.227 18
O=C(CSC1=CC=CC=C1)NC1=NC=C(C(F)(F)F)C=C1Cl Z19751717 346.761 22
O=C(CSC1=CC=CC=C1)NC1=CC=C(Cl)C(S(=O)(=O)N2CCOCC2)=C1 Z19751722 426.947 27
COC1=CC=C(CNC(=O)CSC2=CC=CC=C2)C=C1 Z19751727 287.384 20
CN1C(N)=C(C(=O)CSC2=CC=CC=C2)C(=O)N(C)C1=O Z19751732 305.359 21
O=C(CSC1=CC=CC=C1)N1CCCC1 Z19751736 221.325 15
CC(SC1=CC=CC=C1)C(=O)NC1=CC=CC(C(F)(F)F)=C1 Z19751737 325.355 22
CC1CN(C(=O)CSC2=CC=CC=C2)CC(C)O1 Z19751746 265.378 18
O=C1COC2=CC=C(C(=O)CSC3=CC=CC=C3)C=C2N1 Z19751749 299.351 21
CC1=CC=C(C(=O)CSC2=CC=CC=C2)C=C1 Z19751751 242.343 17
O=C(CSC1=CC=CC=C1)C1=CC(Cl)=CC=C1 Z19751753 262.761 17
O=C(CSC1=CC=CC=C1)C1=CC(Br)=CC=C1 Z19751756 307.212 17
O=C(CSC1=CC=CC=C1)C1=CC=CC=C1F Z19751757 246.306 17
O=C(CSC1=CC=CC=C1)C1=CC=C(Cl)S1 Z19751770 268.790 16
CSC1=CC=CC(NC(=O)CSC2=CC=CC=C2)=C1 Z19751774 289.425 19
COC1=CC=C(NC(=O)NC(=O)CSC2=CC=CC=C2)C=C1 Z19751776 316.382 22
CCOC1=CC=CC=C1CSC1=CC=CC=C1 Z19751783 244.359 17
CSC1=CC=C(CSC2=CC=CC=C2)C=C1 Z19751786 246.400 16
CN(C(=O)CSC1=CC=CC=C1)C1(C#N)CCCCC1 Z19751793 288.416 20
COC(=O)C1=CC=CC(CSC2=CC=CC=C2)=C1 Z19751794 258.342 18
COC1=CC=C(C)C=C1NC(=O)CNC(=O)CSC1=CC=CC=C1 Z19751795 344.436 24
CC(NC(=O)CSC1=CC=CC=C1)C1=CC=C(Cl)C=C1 Z19751797 305.830 20
CC(SC1=CC=CC=C1)C1=NC2=CC=CC=C2C(=O)[NH]1 Z19751813 282.368 20
O=C(CSC1=CC=CC=C1)N1CCC(C2=CC=CC=C2)=N1 Z19751816 296.395 21
CC(NC(=O)CSC1=CC=CC=C1)C1=CC=CC=C1Cl Z19751818 305.830 20
CN1C=CC=C1C(=O)CSC1=CC=CC=C1 Z19751821 231.320 16
C1=CC=C(SCC2=NC(C3=CC=CC=C3)=NO2)C=C1 Z19751842 268.341 19
CC1=CC=CC(CSC2=CC=CC=C2)=C1 Z19751846 214.333 15
CC(=O)C1=CC=CC=C1OCC(=O)NC1=NOC(C)=C1 Z19754401 274.276 20
CC(=O)C1=CC=CC=C1OCC(=O)NC1=CC=CC(C)=C1C Z19754763 297.354 22
COC(=O)C1=C(C)C=CS1 Z19758604 156.206 10
COC(=O)C1=CC=C(C)S1 Z19760165 156.206 10
COC(=O)C1=CC=CC=C1F Z19798265 154.140 11
CC1=NC(CSC2=NN=C(SCC3=CSC(C)=N3)S2)=CS1 Z19809352 372.591 21
CC1=CC(NC(=O)CSC2=NN=CN2C)=NO1 Z19812785 253.287 17
CC1=CC=C(CSC2=NN=CN2C)C=C1 Z19812968 219.313 15
CN1C=NN=C1SCC1=CC=CC(F)=C1 Z19813045 223.276 15
CC(=O)NC1=CC=C(C(=O)CSC2=NN=CN2C)C=C1 Z19813345 290.348 20
CC1=CC=C(C(=O)C(C)SC2=NN=CN2C)C=C1C Z19813410 275.377 19
CN1C=NN=C1SCCC1=CC=CC=C1 Z19813417 219.313 15
CCC1=CC=C(C(=O)C(C)SC2=NN=CN2C)C=C1 Z19813452 275.377 19
CC1=NC(CSC2=NN=CN2C)=CS1 Z19813554 226.330 14
CN1C=NN=C1SCC1=CC=C(Cl)C=C1 Z19813856 239.731 15
CN1C=NN=C1SCC1=CC=CC=C1 Z19813858 205.286 14
CN1C=NN=C1SCC1=CC=CC(Cl)=C1 Z19813872 239.731 15
CC1=CC=CC(NC(=O)CSC2=NN=CN2C)=C1C Z19813913 276.365 19
CC1=CC=CC(CSC2=NN=CN2C)=C1 Z19814340 219.313 15
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C2OCCCOC2=C1 Z19816614 356.378 26
CC(=O)NC1=CC=CC=C1OCC(=O)NC(C)C1=CC=C(Cl)C(Cl)=C1 Z19816616 381.259 25
CC(=O)NC1=CC=CC=C1OCC(=O)NCC(=O)NC1=C(C)C=C(C)C=C1C Z19816617 383.448 28
CCN(CC)S(=O)(=O)C1=CC=C(OC)C(NC(=O)COC2=CC=CC=C2NC(C)=O)=C1 Z19816619 449.529 31
CC(=O)NC1=CC=CC=C1OCC(=O)NC(=O)NC1=CC=C(C)C=C1C Z19816625 355.394 26
CC(=O)NC1=CC=CC=C1OCC(=O)NC(C)C1=CC=C2C=CC=CC2=C1 Z19816633 362.429 27
CC(=O)NC1=CC=CC=C1OCC(=O)NC(=O)NC1CC1 Z19816639 291.307 21
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC(Cl)=CC=C1F Z19816642 336.750 23
CC(=O)NC1=CC=CC=C1OCC(=O)NC(C)C1=CC=C(C)C(C)=C1 Z19816643 340.423 25
CC(=O)NC1=CC=CC=C1OCC(=O)NCCC1=CC=C(F)C=C1 Z19816649 330.359 24
CC(=O)NC1=CC=CC=C1OCC(=O)NCC1=CC=C(F)C=C1 Z19816650 316.332 23
CCOC(=O)C1=C(NC(=O)COC2=CC=CC=C2NC(C)=O)SC2=C1CCC2 Z19816672 402.472 28
CCOC(=O)C1=C(C)[NH]C(C(=O)COC2=CC=CC=C2NC(C)=O)=C1C Z19816675 358.394 26
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C2OCCOC2=C1 Z19816677 342.351 25
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=CC(F)=C1 Z19816679 302.305 22
COC1=CC(NC(=O)COC2=CC=CC=C2NC(C)=O)=CC(OC)=C1OC Z19816681 374.393 27
CC(=O)NC1=CC=CC(NC(=O)COC2=CC=CC=C2NC(C)=O)=C1 Z19816683 341.367 25
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C(Cl)C=C1C Z19816685 332.787 23
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C(C2=CC=CC=C2)C=C1 Z19816686 360.413 27
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C(Cl)C(S(=O)(=O)N(C)C)=C1 Z19816690 425.894 28
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC(F)=CC=C1F Z19816692 320.295 23
CC(=O)NC1=CC=CC=C1OCC(=O)NCC1=CC=CC(Cl)=C1 Z19816693 332.787 23
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C(C)C(F)=C1 Z19816697 316.332 23
CC(=O)NC1=CC=CC=C1OCC(=O)NC1CCCC2=CC=CC=C21 Z19816698 338.407 25
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=NOC(C)=C1 Z19816706 289.291 21
CC(=O)NC1=CC=CC=C1OCC(=O)NC(=O)NC(C)(C)C Z19816707 307.350 22
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C(S(=O)(=O)N2CC(C)OC(C)C2)C=C1 Z19816715 461.540 32
CC(=O)NC1=CC=CC=C1OCC(=O)N1CC(=O)NC2=CC=CC=C21 Z19816718 339.351 25
CC(=O)NC1=CC=CC=C1OCC(=O)N(C)CC(=O)NC1=CC=C(C)C=C1 Z19816719 369.421 27
CC(=O)NC1=CC=CC=C1OCC(=O)N(C1=CC=CC=C1)C1CCCCC1 Z19816731 366.461 27
CC(=O)NC1=CC=CC=C1OCC(=O)NC1=CC=C2OC3(CCCC3)OC2=C1 Z19816737 382.416 28
CC(=O)NC1=CC=CC=C1OCC(=O)N1N=C(C2=CC=CS2)CC1C1=CC=CS1 Z19816742 425.535 29
