smiles idnumber mw hac
CCN1C(SCC(=O)NC2=NOC(C)=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15833077 476.584 32
CCN1C(SCC2=CC=C(C)C=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15833257 442.610 30
CCN1C(SCC2=CC=CC(F)=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15833331 446.573 30
CCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15833678 498.674 34
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CC(S(=O)(=O)N4CCCC4)=C3)N2CC)C=C1 Z15833718 498.674 34
CCN1C(SCC2=CSC(C)=N2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15833811 449.627 29
CCN1C(SCC2=CC=CC=C2F)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834099 446.573 30
CCN1C(SCC2=CC=C(Cl)C=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834108 463.028 30
CCN1C(SCC2=CC=CC=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834110 428.583 29
CCN1C(SCC2=CC=CC(Cl)=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834124 463.028 30
CCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834165 499.662 34
CCN1C(SCC2=CC=CC(C)=C2)=NN=C1C1=CC=CC(S(=O)(=O)N2CCCC2)=C1 Z15834591 442.610 30
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C)=NO1 Z15834763 363.830 24
CC1=CC=C(CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C)C=C1 Z15834946 329.856 22
CN1C(SCC2=CC=CC(F)=C2)=NN=C1C1=CC=C(Cl)C=C1 Z15835023 333.819 22
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C)C=C1 Z15835323 400.891 27
CN1C(SCCC2=CC=CC=C2)=NN=C1C1=CC=C(Cl)C=C1 Z15835395 329.856 22
CC1=NC(CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C)=CS1 Z15835532 336.873 21
CN1C(SCC2=CC=CC=C2F)=NN=C1C1=CC=C(Cl)C=C1 Z15835825 333.819 22
CN1C(SCC2=CC=CC=C2)=NN=C1C1=CC=C(Cl)C=C1 Z15835836 315.829 21
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C)=C1C Z15835891 386.908 26
COC(=O)C1=CC2=CC=CC=C2O1 Z15842101 176.171 13
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(Br)C=C3)O2)=NO1 Z15888089 395.238 23
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=C(Br)C=C3)O2)C=C1 Z15888629 432.299 26
BrC1=CC=C(C2=NN=C(SCCC3=CC=CC=C3)O2)C=C1 Z15888695 361.264 21
CC1=NC(CSC2=NN=C(C3=CC=C(Br)C=C3)O2)=CS1 Z15888823 368.281 20
BrC1=CC=C(C2=NN=C(SCC3=CC=CC=C3)O2)C=C1 Z15889122 347.237 20
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=C(Br)C=C3)O2)=C1C Z15889177 418.316 25
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(F)C(Cl)=C2)=NO1 Z15897425 444.875 30
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C3=NC4=CC=CC=C4N23)=NO1 Z15909133 389.440 28
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C3=NC4=CC=CC=C4N23)C=C1 Z15909673 426.501 31
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=C3OCOC3=C2)=NO1 Z15910817 449.492 32
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=C3OCOC3=C2)C=C1 Z15911357 486.553 35
CC1=NC(CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=C3OCOC3=C2)=CS1 Z15911551 422.535 29
CCC(=O)C1=CC(Br)=CC=C1OCC(=O)NC1=NOC(C)=C1 Z15930476 367.199 22
CCC(=O)C1=CC(Br)=CC=C1OCC(=O)NC1=CC=CC(C)=C1C Z15930838 390.277 24
COC1=CC(Cl)=C(C)C=C1N1C(SCC(=O)NC2=NOC(C)=C2)=NC2=CC=CC=C2C1=O Z15936796 470.938 32
CCOC1=CC=C(N2C(SCC(=O)NC3=NOC(C)=C3)=NN=C2C2=CC=CN=C2)C=C1 Z15949149 436.497 31
CCOC1=CC=C(N2C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)=NN=C2C2=CC=CN=C2)C=C1 Z15949689 473.558 34
CCOC1=CC=C(N2C(SCC3=CSC(C)=N3)=NN=C2C2=CC=CN=C2)C=C1 Z15949883 409.540 28
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(OC(F)F)C=C2)=NO1 Z15960199 458.446 32
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(OC(F)F)C=C2)C=C1 Z15960739 495.507 35
COC1=CC=C(N2C(SCC(=O)NC3=NOC(C)=C3)=NC3=CC=CC=C3C2=O)C=C1Cl Z15963567 456.911 31
COC1=CC=C(N2C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)=NC3=CC=CC=C3C2=O)C=C1Cl Z15964107 493.972 34
CC1=CC(NC(=O)CSC2=NN=C(CN3C=NC4=CC=CC=C43)N2C2=CC=CC=C2Cl)=NO1 Z15968496 479.953 33
CC1=CC=C(CN2C(SCC(=O)NC3=NOC(C)=C3)=NC3=CC=CC=C3C2=O)C=C1 Z15971864 420.494 30
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC2=CC=C(C)C=C2)C=C1 Z15972404 457.555 33
CC1=CC=C(CN2C(SCC3=CSC(C)=N3)=NC3=CC=CC=C3C2=O)C=C1 Z15972598 393.537 27
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC2=CC=C(Cl)C=C2)=NO1 Z15997963 440.912 30
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3Cl)N2C2=CC=CC=C2F)=NO1 Z16001331 443.891 30
COC1=CC=C(OCC2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C2=CC=CC=C2F)C=C1 Z16009751 469.498 33
COC1=CC=C(N2C(SCC(=O)NC3=NOC(C)=C3)=NN=C2C2=CC=CC=C2Cl)C=C1 Z16016487 455.927 31
CC1=CC(NC(=O)CSC2=CC=C(F)C=C2)=NO1 Z16033885 266.297 18
CC1=CC=C(CSC2=CC=C(F)C=C2)C=C1 Z16034061 232.323 16
FC1=CC=C(SCC2=CC=CC(F)=C2)C=C1 Z16034130 236.286 16
CC(=O)NC1=CC=C(C(=O)CSC2=CC=C(F)C=C2)C=C1 Z16034389 303.358 21
CC1=NC(CSC2=CC=C(F)C=C2)=CS1 Z16034552 239.340 15
FC1=CC=C(SCC2=CC=CC=C2F)C=C1 Z16034813 236.286 16
FC1=CC=C(SCC2=CC=CC=C2)C=C1 Z16034820 218.296 15
CC1=CC=CC(NC(=O)CSC2=CC=C(F)C=C2)=C1C Z16034862 289.375 20
CC1=CC=CC(CSC2=CC=C(F)C=C2)=C1 Z16035277 232.323 16
COC1=CC=C2N=C(SCC(=O)NC3=NOC(C)=C3)[NH]C2=C1 Z16076863 318.358 22
COC1=CC=C2N=C(SCC3=CC=CC(F)=C3)[NH]C2=C1 Z16077123 288.347 20
COC1=CC=C2N=C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)[NH]C2=C1 Z16077423 355.419 25
COC1=CC=C2N=C(SCC3=CSC(C)=N3)[NH]C2=C1 Z16077632 291.401 19
COC1=CC=C2N=C(SCC3=CC=CC=C3F)[NH]C2=C1 Z16077925 288.347 20
COC1=CC=C2N=C(SCC3=CC=CC=C3)[NH]C2=C1 Z16077936 270.357 19
COC1=CC=C2N=C(SCC(=O)NC3=CC=CC(C)=C3C)[NH]C2=C1 Z16077991 341.436 24
COCCN1C(SCC(=O)NC2=NOC(C)=C2)=NC2=CC(Cl)=CC=C2C1=O Z16112974 408.867 27
COCCN1C(SCC2=CC=C(C)C=C2)=NC2=CC(Cl)=CC=C2C1=O Z16113154 374.893 25
COCCN1C(SCC2=CC=CC(F)=C2)=NC2=CC(Cl)=CC=C2C1=O Z16113228 378.856 25
COCCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=NC2=CC(Cl)=CC=C2C1=O Z16113514 445.928 30
COCCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=NC2=CC(Cl)=CC=C2C1=O Z16113575 430.957 29
COCCN1C(SCCC2=CC=CC=C2)=NC2=CC(Cl)=CC=C2C1=O Z16113580 374.893 25
COCCN1C(SCC2=CSC(C)=N2)=NC2=CC(Cl)=CC=C2C1=O Z16113708 381.910 24
COCCN1C(SCC2=CC=CC=C2)=NC2=CC(Cl)=CC=C2C1=O Z16114007 360.866 24
COCCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NC2=CC(Cl)=CC=C2C1=O Z16114062 431.945 29
COCCN1C(SCC2=CC=CC(C)=C2)=NC2=CC(Cl)=CC=C2C1=O Z16114488 374.893 25
CC(=O)NC1=CC=C(C(=O)COC2=CC(C)=CC=C2Cl)C=C1 Z16114863 317.772 22
CC1=CC=C(C(C)C)C=C1OCC(=O)NC1=CC=C2[NH]C(=O)[NH]C2=C1 Z16133740 339.395 25
CC(=O)C1=CC=C(NC(=O)COC2=CC(C(C)C)=CC=C2C)C=C1 Z16134339 325.408 24
CC1=CC=C(C(C)C)C=C1OCC(=O)NC1=CC=CC=C1F Z16134344 301.361 22
CC1=CC=C(C(C)C)C=C1OCC(=O)NCC1=CC=C(S(N)(=O)=O)C=C1 Z16134388 376.478 26
CC(=O)NC1=CC=C(NC(=O)COC2=CC(C(C)C)=CC=C2C)C=C1 Z16134408 340.423 25
CCOC1=CC=C(N2C(SCC(=O)NC3=NOC(C)=C3)=NC3=CC=CC=C32)C=C1 Z16152634 408.483 29
CC1=CC(NC(=O)COC2=NC=NC3=C2C=CS3)=NO1 Z16164207 290.304 20
CC1=CC=C(COC2=NC=NC3=C2C=CS3)C=C1 Z16164325 256.330 18
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=C2C=CS3)C=C1 Z16164551 327.365 23
FC1=CC=CC=C1COC1=NC=NC2=C1C=CS2 Z16164820 260.293 18
ClC1=CC=CC(COC2=NC=NC3=C2C=CS3)=C1 Z16164835 276.748 18
CC1=CC=CC(NC(=O)COC2=NC=NC3=C2C=CS3)=C1C Z16164869 313.382 22
CC1=CC=CC(COC2=NC=NC3=C2C=CS3)=C1 Z16165206 256.330 18
COC1=CC=C(N2C(SCC(=O)NC3=NOC(C)=C3)=NN=C2C2=CC=CC=C2)C=C1Cl Z16172154 455.927 31
CCOC1=CC=C(OCC2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C2=CC=C(Cl)C=C2)C=C1 Z16173838 499.980 34
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC2=CC=CC=C2Cl)=NO1 Z16178386 440.912 30
COC(=O)C1=CC(Cl)=CC=C1OC Z16189275 200.621 13
CCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=NN=C1C1=CC=C(Cl)C=C1 Z16211646 414.918 28
CCN1C(SCC2=CSC(C)=N2)=NN=C1C1=CC=C(Cl)C=C1 Z16211855 350.900 22
CCN1C(SCC2=CC=CC=C2)=NN=C1C1=CC=C(Cl)C=C1 Z16212159 329.856 22
CCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NN=C1C1=CC=C(Cl)C=C1 Z16212214 400.935 27
COCCN1C(SCC(=O)NC2=NOC(C)=C2)=NC2=CC=CC=C21 Z16215379 346.412 24
COCCN1C(SCC2=CC=C(C)C=C2)=NC2=CC=CC=C21 Z16215562 312.438 22
COCCN1C(SCC2=CC=CC(F)=C2)=NC2=CC=CC=C21 Z16215639 316.401 22
COCCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=NC2=CC=CC=C21 Z16215939 383.473 27
COCCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=NC2=CC=CC=C21 Z16216004 368.502 26
COCCN1C(SCCC2=CC=CC=C2)=NC2=CC=CC=C21 Z16216011 312.438 22
CCC1=CC=C(C(=O)C(C)SC2=NC3=CC=CC=C3N2CCOC)C=C1 Z16216046 368.502 26
COCCN1C(SCC2=CSC(C)=N2)=NC2=CC=CC=C21 Z16216148 319.455 21
COCCN1C(SCC2=CC=CC=C2F)=NC2=CC=CC=C21 Z16216441 316.401 22
COCCN1C(SCC2=CC=C(Cl)C=C2)=NC2=CC=CC=C21 Z16216450 332.856 22
COCCN1C(SCC2=CC=CC=C2)=NC2=CC=CC=C21 Z16216452 298.411 21
COCCN1C(SCC2=CC=CC(Cl)=C2)=NC2=CC=CC=C21 Z16216466 332.856 22
COCCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NC2=CC=CC=C21 Z16216507 369.490 26
COCCN1C(SCC2=CC=CC(C)=C2)=NC2=CC=CC=C21 Z16216934 312.438 22
CC1=CC(NC(=O)CSC2=NN=C3[NH]C4=CC=CC=C4N23)=NO1 Z16224911 328.357 23
CC1=CC=C(CSC2=NN=C3[NH]C4=CC=CC=C4N23)C=C1 Z16225094 294.383 21
FC1=CC=CC(CSC2=NN=C3[NH]C4=CC=CC=C4N23)=C1 Z16225171 298.346 21
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C3[NH]C4=CC=CC=C4N23)C=C1 Z16225471 365.418 26
CC1=CC=C(C(=O)C(C)SC2=NN=C3[NH]C4=CC=CC=C4N23)C=C1C Z16225536 350.447 25
CCC1=CC=C(C(=O)C(C)SC2=NN=C3[NH]C4=CC=CC=C4N23)C=C1 Z16225578 350.447 25
CC1=NC(CSC2=NN=C3[NH]C4=CC=CC=C4N23)=CS1 Z16225680 301.400 20
FC1=CC=CC=C1CSC1=NN=C2[NH]C3=CC=CC=C3N12 Z16225973 298.346 21
CC1=CC=CC(NC(=O)CSC2=NN=C3[NH]C4=CC=CC=C4N23)=C1C Z16226039 351.435 25
CC1=CC=CC(CSC2=NN=C3[NH]C4=CC=CC=C4N23)=C1 Z16226466 294.383 21
COC1=CC=C(OCC2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C2=CC=C(C)C(Cl)=C2)C=C1 Z16230146 499.980 34
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(F)C=C3)C3=CC=CC=C23)=NO1 Z16243894 394.431 28
CC1=NC(CSC2=NC3=CC=C(Cl)C=C3[NH]2)=CS1 Z16257531 295.820 18
CCN1C(SCC(=O)NC2=NOC(C)=C2)=NN=C1C1=CC=CC=C1 Z16260014 343.412 24
CCN1C(SCC2=CC=C(C)C=C2)=NN=C1C1=CC=CC=C1 Z16260197 309.438 22
CCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=NN=C1C1=CC=CC=C1 Z16260574 380.473 27
CCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=NN=C1C1=CC=CC=C1 Z16260639 365.502 26
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CC=C3)N2CC)C=C1 Z16260681 365.502 26
CCN1C(SCC2=CSC(C)=N2)=NN=C1C1=CC=CC=C1 Z16260783 316.455 21
CCN1C(SCC2=CC=C(Cl)C=C2)=NN=C1C1=CC=CC=C1 Z16261085 329.856 22
CCN1C(SCC2=CC=CC=C2)=NN=C1C1=CC=CC=C1 Z16261087 295.411 21
CCN1C(SCC2=CC=CC(Cl)=C2)=NN=C1C1=CC=CC=C1 Z16261101 329.856 22
CCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NN=C1C1=CC=CC=C1 Z16261142 366.490 26
CCN1C(SCC(=O)NC2=NOC(C)=C2)=NN=C1C1=CC=NC=C1 Z16261671 344.400 24
CCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=NN=C1C1=CC=NC=C1 Z16262208 367.478 26
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=NOC(C)=C4)=NN=C23)=C1 Z16262689 462.491 33
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC4=CC=CC(F)=C4)=NN=C23)=C1 Z16262943 432.480 31
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)C4=CC=C(NC(C)=O)C=C4)=NN=C23)=C1 Z16263229 499.552 36
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC4=CSC(C)=N4)=NN=C23)=C1 Z16263423 435.534 30
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC4=CC=CC=C4F)=NN=C23)=C1 Z16263711 432.480 31
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC4=CC=CC=C4)=NN=C23)=C1 Z16263722 414.490 30
COC1=CC=CC(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=CC=CC(C)=C4C)=NN=C23)=C1 Z16263777 485.569 35
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=NOC(C)=C4)=NN=C23)C=C1 Z16267741 446.492 32
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C3N(C4=CC=C(C)C=C4)C(=O)C4=CC=CC=C4N23)C=C1 Z16268281 483.553 35
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC4=CSC(C)=N4)=NN=C23)C=C1 Z16268475 419.535 29
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=CC=CC(C)=C4C)=NN=C23)C=C1 Z16268829 469.570 34
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=NOC(C)=C4)=NN=C23)C(C)=C1 Z16269425 460.519 33
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C3N(C4=CC=C(C)C=C4C)C(=O)C4=CC=CC=C4N23)C=C1 Z16269965 497.580 36
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC4=CSC(C)=N4)=NN=C23)C(C)=C1 Z16270159 433.562 30
CC1=CC=C(N2C(=O)C3=CC=CC=C3N3C(SCC(=O)NC4=CC=CC(C)=C4C)=NN=C23)C(C)=C1 Z16270513 483.597 35
CCCCN1C(SCC(=O)NC2=NOC(C)=C2)=NC2=CC(S(=O)(=O)N3CCCCC3)=CC=C21 Z16292368 491.639 33
CCC(CC)N1C(COC2=CC=CC=C2Cl)=NN=C1SCC(=O)NC1=NOC(C)=C1 Z16301857 449.964 30
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3F)N2C2CC2)=NO1 Z16305227 373.413 26
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=CC=C3F)N2C2CC2)C=C1 Z16305787 410.474 29
FC1=CC=CC=C1C1=NN=C(SCCC2=CC=CC=C2)N1C1CC1 Z16305859 339.439 24
CC1=NC(CSC2=NN=C(C3=CC=CC=C3F)N2C2CC2)=CS1 Z16305996 346.456 23
FC1=CC=CC=C1C1=NN=C(SCC2=CC=CC=C2)N1C1CC1 Z16306300 325.412 23
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3F)N2C2CC2)=C1C Z16306355 396.491 28
CC1=CC(NC(=O)CSC2=NC(C3=CC=CS3)=NC3=CC=CC=C23)=NO1 Z16379965 382.470 26
CC1=CC(NC(=O)CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=NO1 Z16381692 366.406 26
CC1=CC=C(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16381875 332.432 24
FC1=CC=CC(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=C1 Z16381952 336.395 24
CC(=O)NC1=CC=C(C(=O)CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16382252 403.467 29
CC1=CC=C(C(=O)C(C)SC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1C Z16382317 388.496 28
C1=CC=C(CCSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16382324 332.432 24
CCC1=CC=C(C(=O)C(C)SC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16382359 388.496 28
CC1=NC(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=CS1 Z16382461 339.449 23
ClC1=CC=C(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16382763 352.850 24
C1=CC=C(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 Z16382765 318.405 23
ClC1=CC=CC(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=C1 Z16382779 352.850 24
CC1=CC=CC(NC(=O)CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=C1C Z16382820 389.484 28
CC1=CC=CC(CSC2=NC=NC3=C2C=NN3C2=CC=CC=C2)=C1 Z16383247 332.432 24
CC1=CC(OCC2=NN=C(SCC(=O)NC3=NOC(C)=C3)O2)=CC=C1 Z16401236 360.395 25
CC1=CC=C(CSC2=NN=C(COC3=CC=CC(C)=C3)O2)C=C1 Z16401416 326.421 23
CC1=CC=CC(OCC2=NN=C(SCC3=CC=CC(F)=C3)O2)=C1 Z16401490 330.384 23
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(COC3=CC=CC(C)=C3)O2)C=C1 Z16401776 397.456 28
CC1=CC(OCC2=NN=C(SC(C)C(=O)C3=CC=C(C)C(C)=C3)O2)=CC=C1 Z16401837 382.485 27
CC1=CC=CC(OCC2=NN=C(SCCC3=CC=CC=C3)O2)=C1 Z16401842 326.421 23
CCC1=CC=C(C(=O)C(C)SC2=NN=C(COC3=CC=CC(C)=C3)O2)C=C1 Z16401877 382.485 27
CC1=CC(OCC2=NN=C(SCC3=CSC(C)=N3)O2)=CC=C1 Z16401970 333.438 22
CC1=CC=CC(OCC2=NN=C(SCC3=CC=CC=C3)O2)=C1 Z16402269 312.394 22
CC1=CC=CC(OCC2=NN=C(SCC3=CC=CC(Cl)=C3)O2)=C1 Z16402283 346.839 23
CC1=CC=CC(OCC2=NN=C(SCC(=O)NC3=CC=CC(C)=C3C)O2)=C1 Z16402324 383.473 27
CC1=CC=CC(CSC2=NN=C(COC3=CC=CC(C)=C3)O2)=C1 Z16402750 326.421 23
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(F)C=C3)O2)=NO1 Z16404649 334.332 23
CC1=CC=C(CSC2=NN=C(C3=CC=C(F)C=C3)O2)C=C1 Z16404832 300.358 21
FC1=CC=C(C2=NN=C(SCC3=CC=CC(F)=C3)O2)C=C1 Z16404909 304.321 21
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=C(F)C=C3)O2)C=C1 Z16405209 371.393 26
CC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=C(F)C=C3)O2)C=C1C Z16405274 356.422 25
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=C(F)C=C3)O2)C=C1 Z16405316 356.422 25
CC1=NC(CSC2=NN=C(C3=CC=C(F)C=C3)O2)=CS1 Z16405418 307.375 20
FC1=CC=C(C2=NN=C(SCC3=CC=C(Cl)C=C3)O2)C=C1 Z16405720 320.776 21
FC1=CC=C(C2=NN=C(SCC3=CC=CC=C3)O2)C=C1 Z16405722 286.331 20
FC1=CC=C(C2=NN=C(SCC3=CC=CC(Cl)=C3)O2)C=C1 Z16405736 320.776 21
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=C(F)C=C3)O2)=C1C Z16405777 357.410 25
CC1=CC=CC(CSC2=NN=C(C3=CC=C(F)C=C3)O2)=C1 Z16406204 300.358 21
CC1=CC(NC(=O)CN2C=C(C(F)(F)F)C=CC2=O)=NO1 Z16406285 301.224 21
CC1=CC=C(CN2N=NC(C3=CC=CC=C3)=N2)C=C1 Z16422149 250.305 19
FC1=CC=CC(CN2N=NC(C3=CC=CC=C3)=N2)=C1 Z16422192 254.268 19
CC(=O)NC1=CC=C(C(=O)CN2N=NC(C3=CC=CC=C3)=N2)C=C1 Z16422375 321.340 24
C1=CC=C(CN2N=NC(C3=CC=CC=C3)=N2)C=C1 Z16422651 236.278 18
CC1=CC=CC(CN2N=NC(C3=CC=CC=C3)=N2)=C1 Z16423030 250.305 19
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(Br)C=C3)N2CCC2=CC=CC=C2)=NO1 Z16423199 498.406 31
CC1=CC(NC(=O)CSC2=NN=C(CC3=CC=CS3)N2CCC2=CC=CC=C2)=NO1 Z16428251 439.566 30
COC1=CC=C(C2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2CCC2=CC=CC=C2)C=C1 Z16440082 449.536 32
CC1=CC(NC(=O)COC2=NC=NC3=C2C(C2=CC=C(Cl)C=C2)=CS3)=NO1 Z16505236 400.847 27
CC1=CC=C(C2=CSC3=C2C(OCC(=O)NC2=NOC(C)=C2)=NC=N3)C=C1 Z16506352 380.429 27
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=C2C(C2=CC=C(C)C=C2)=CS3)C=C1 Z16506696 417.490 30
CC1=CC(NC(=O)COC2=NC=NC3=C2C(C2=CC=C(F)C=C2)=CS3)=NO1 Z16507469 384.392 27
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=C2C(C2=CC=C(F)C=C2)=CS3)C=C1 Z16507813 421.453 30
FC1=CC=CC(COC2=NC=NC3=C2C2=C(CCCC2)S3)=C1 Z16510980 314.385 22
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=C2C2=C(CCCC2)S3)C=C1 Z16511163 381.457 27
FC1=CC=CC=C1COC1=NC=NC2=C1C1=C(CCCC1)S2 Z16512050 314.385 22
C1=CC=C(COC2=NC=NC3=C2C2=C(CCCC2)S3)C=C1 Z16512057 296.395 21
CC1=CC=CC(NC(=O)COC2=NC=NC3=C2C2=C(CCCC2)S3)=C1C Z16512099 367.474 26
CC1=CC(NC(=O)COC2=C3C4=C(CC(C)CC4)SC3=NC=N2)=NO1 Z16513671 358.423 25
CC(=O)NC1=CC=C(C(=O)COC2=C3C4=C(CC(C)CC4)SC3=NC=N2)C=C1 Z16514015 395.484 28
CC1=C(C)C(NC(=O)COC2=C3C4=C(CC(C)CC4)SC3=NC=N2)=CC=C1 Z16514333 381.501 27
CC1=CC=C(COC2=C3C(C)=C(C)SC3=NC=N2)C=C1 Z16518257 284.384 20
CC1=C(C)C2=C(OCC3=CC=CC(F)=C3)N=CN=C2S1 Z16518300 288.347 20
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=C2C(C)=C(C)S3)C=C1 Z16518483 355.419 25
CC1=C(C)C2=C(OCC3=CC=CC=C3F)N=CN=C2S1 Z16518752 288.347 20
CC1=C(C)C2=C(OCC3=CC=C(Cl)C=C3)N=CN=C2S1 Z16518757 304.802 20
CC1=C(C)C2=C(OCC3=CC=CC=C3)N=CN=C2S1 Z16518759 270.357 19
CC1=C(C)C2=C(OCC3=CC=CC(Cl)=C3)N=CN=C2S1 Z16518767 304.802 20
CC1=C(C)C(NC(=O)COC2=C3C(C)=C(C)SC3=NC=N2)=CC=C1 Z16518801 341.436 24
